Title,Words,Sentences,Filtered_Words,POS_Tags,Entities,Sentiment,Lemmas
HHS head blames 'instantaneous' disinformation for low trust: 'Can't go toe-to-toe with social media',"['HHS', 'head', 'blames', ""'instantaneous"", ""'"", 'disinformation', 'for', 'low', 'trust', ':', ""'Ca"", ""n't"", 'go', 'toe-to-toe', 'with', 'social', 'media', ""'""]","[""HHS head blames 'instantaneous' disinformation for low trust: 'Can't go toe-to-toe with social media'""]","['HHS', 'head', 'blames', ""'instantaneous"", ""'"", 'disinformation', 'low', 'trust', ':', ""'Ca"", ""n't"", 'go', 'toe-to-toe', 'social', 'media', ""'""]","[('HHS', 'NNP'), ('head', 'NN'), ('blames', 'RB'), (""'instantaneous"", 'JJ'), (""'"", 'POS'), ('disinformation', 'NN'), ('low', 'JJ'), ('trust', 'NN'), (':', ':'), (""'Ca"", 'VBP'), (""n't"", 'RB'), ('go', 'VB'), ('toe-to-toe', 'JJ'), ('social', 'JJ'), ('media', 'NNS'), (""'"", 'POS')]","[('HHS', 'ORG')]",0.016666666666666666,"['HHS', 'head', 'blame', ""'"", 'instantaneous', ""'"", 'disinformation', 'for', 'low', 'trust', ':', ""'"", 'can', 'not', 'go', 'toe', '-', 'to', '-', 'toe', 'with', 'social', 'medium', ""'""]"
Exclusive: German Official Under Fire For Claim Israel Stokes ‘disinformation’ Against UNRWA,"['Exclusive', ':', 'German', 'Official', 'Under', 'Fire', 'For', 'Claim', 'Israel', 'Stokes', '‘', 'disinformation', '’', 'Against', 'UNRWA']",['Exclusive: German Official Under Fire For Claim Israel Stokes ‘disinformation’ Against UNRWA'],"['Exclusive', ':', 'German', 'Official', 'Fire', 'Claim', 'Israel', 'Stokes', '‘', 'disinformation', '’', 'UNRWA']","[('Exclusive', 'NN'), (':', ':'), ('German', 'JJ'), ('Official', 'NNP'), ('Fire', 'NNP'), ('Claim', 'NNP'), ('Israel', 'NNP'), ('Stokes', 'NNP'), ('‘', 'NNP'), ('disinformation', 'NN'), ('’', 'NNP'), ('UNRWA', 'NNP')]","[('German', 'NORP'), ('UNRWA', 'ORG')]",0.0,"['exclusive', ':', 'german', 'Official', 'under', 'Fire', 'for', 'Claim', 'Israel', 'Stokes', ""'"", 'disinformation', ""'"", 'against', 'UNRWA']"
ANALYSIS: Why Hogue thinks disinformation is democracy’s greatest threat,"['ANALYSIS', ':', 'Why', 'Hogue', 'thinks', 'disinformation', 'is', 'democracy', '’', 's', 'greatest', 'threat']",['ANALYSIS: Why Hogue thinks disinformation is democracy’s greatest threat'],"['ANALYSIS', ':', 'Hogue', 'thinks', 'disinformation', 'democracy', '’', 'greatest', 'threat']","[('ANALYSIS', 'NN'), (':', ':'), ('Hogue', 'NNP'), ('thinks', 'VBZ'), ('disinformation', 'NN'), ('democracy', 'NN'), ('’', 'NNP'), ('greatest', 'JJS'), ('threat', 'NN')]",[],1.0,"['ANALYSIS', ':', 'why', 'Hogue', 'think', 'disinformation', 'be', 'democracy', '’s', 'great', 'threat']"
"East Front News #30: Defence24 Days 2025, New Armored Vehicles for the Polish Army; Protection against disinformation","['East', 'Front', 'News', '#', '30', ':', 'Defence24', 'Days', '2025', ',', 'New', 'Armored', 'Vehicles', 'for', 'the', 'Polish', 'Army', ';', 'Protection', 'against', 'disinformation']","['East Front News #30: Defence24 Days 2025, New Armored Vehicles for the Polish Army; Protection against disinformation']","['East', 'Front', 'News', '#', '30', ':', 'Defence24', 'Days', '2025', ',', 'New', 'Armored', 'Vehicles', 'Polish', 'Army', ';', 'Protection', 'disinformation']","[('East', 'NNP'), ('Front', 'NNP'), ('News', 'NNP'), ('#', '#'), ('30', 'CD'), (':', ':'), ('Defence24', 'NNP'), ('Days', 'NNP'), ('2025', 'CD'), (',', ','), ('New', 'NNP'), ('Armored', 'NNP'), ('Vehicles', 'NNP'), ('Polish', 'NNP'), ('Army', 'NNP'), (';', ':'), ('Protection', 'NNP'), ('disinformation', 'NN')]","[('East Front News', 'ORG'), ('30', 'MONEY'), ('Days 2025', 'DATE'), ('the Polish Army', 'ORG')]",0.13636363636363635,"['East', 'Front', 'News', '#', '30', ':', 'Defence24', 'day', '2025', ',', 'New', 'Armored', 'Vehicles', 'for', 'the', 'Polish', 'Army', ';', 'protection', 'against', 'disinformation']"
Top ten disinformation stories in the EU that the META fact-checking program helped mitigate,"['Top', 'ten', 'disinformation', 'stories', 'in', 'the', 'EU', 'that', 'the', 'META', 'fact-checking', 'program', 'helped', 'mitigate']",['Top ten disinformation stories in the EU that the META fact-checking program helped mitigate'],"['Top', 'ten', 'disinformation', 'stories', 'EU', 'META', 'fact-checking', 'program', 'helped', 'mitigate']","[('Top', 'JJ'), ('ten', 'NN'), ('disinformation', 'NN'), ('stories', 'NNS'), ('EU', 'NNP'), ('META', 'NNP'), ('fact-checking', 'JJ'), ('program', 'NN'), ('helped', 'VBD'), ('mitigate', 'VB')]","[('ten', 'CARDINAL'), ('EU', 'ORG'), ('META', 'ORG')]",0.25,"['top', 'ten', 'disinformation', 'story', 'in', 'the', 'EU', 'that', 'the', 'meta', 'fact', '-', 'check', 'program', 'helped', 'mitigate']"
Digital advances speed up information flow like never before / Truth Talks: Sweden,"['Digital', 'advances', 'speed', 'up', 'information', 'flow', 'like', 'never', 'before', '/', 'Truth', 'Talks', ':', 'Sweden']",['Digital advances speed up information flow like never before / Truth Talks: Sweden'],"['Digital', 'advances', 'speed', 'information', 'flow', 'like', 'never', '/', 'Truth', 'Talks', ':', 'Sweden']","[('Digital', 'NNP'), ('advances', 'NNS'), ('speed', 'NN'), ('information', 'NN'), ('flow', 'NN'), ('like', 'IN'), ('never', 'RB'), ('/', 'NNP'), ('Truth', 'NNP'), ('Talks', 'NNS'), (':', ':'), ('Sweden', 'NNP')]","[('Digital', 'ORG'), ('Sweden', 'GPE')]",0.0,"['Digital', 'advance', 'speed', 'up', 'information', 'flow', 'like', 'never', 'before', '/', 'Truth', 'Talks', ':', 'Sweden']"
Global Leaders Unite To Combat Misinformation Threats,"['Global', 'Leaders', 'Unite', 'To', 'Combat', 'Misinformation', 'Threats']",['Global Leaders Unite To Combat Misinformation Threats'],"['Global', 'Leaders', 'Unite', 'Combat', 'Misinformation', 'Threats']","[('Global', 'JJ'), ('Leaders', 'NNP'), ('Unite', 'NNP'), ('Combat', 'NNP'), ('Misinformation', 'NNP'), ('Threats', 'NNP')]",[],0.0,"['Global', 'Leaders', 'Unite', 'to', 'Combat', 'Misinformation', 'Threats']"
ANALYSIS: Why Hogue thinks disinformation is democracy’s greatest threat,"['ANALYSIS', ':', 'Why', 'Hogue', 'thinks', 'disinformation', 'is', 'democracy', '’', 's', 'greatest', 'threat']",['ANALYSIS: Why Hogue thinks disinformation is democracy’s greatest threat'],"['ANALYSIS', ':', 'Hogue', 'thinks', 'disinformation', 'democracy', '’', 'greatest', 'threat']","[('ANALYSIS', 'NN'), (':', ':'), ('Hogue', 'NNP'), ('thinks', 'VBZ'), ('disinformation', 'NN'), ('democracy', 'NN'), ('’', 'NNP'), ('greatest', 'JJS'), ('threat', 'NN')]",[],1.0,"['ANALYSIS', ':', 'why', 'Hogue', 'think', 'disinformation', 'be', 'democracy', '’s', 'great', 'threat']"
Pakistan Passes Controversial Law Against Disinformation,"['Pakistan', 'Passes', 'Controversial', 'Law', 'Against', 'Disinformation']",['Pakistan Passes Controversial Law Against Disinformation'],"['Pakistan', 'Passes', 'Controversial', 'Law', 'Disinformation']","[('Pakistan', 'NNP'), ('Passes', 'NNP'), ('Controversial', 'NNP'), ('Law', 'NNP'), ('Disinformation', 'NN')]","[('Pakistan', 'GPE')]",0.55,"['Pakistan', 'pass', 'Controversial', 'Law', 'against', 'Disinformation']"
Headlines: Election officials launch disinformation register,"['Headlines', ':', 'Election', 'officials', 'launch', 'disinformation', 'register']",['Headlines: Election officials launch disinformation register'],"['Headlines', ':', 'Election', 'officials', 'launch', 'disinformation', 'register']","[('Headlines', 'NNS'), (':', ':'), ('Election', 'NN'), ('officials', 'NNS'), ('launch', 'JJ'), ('disinformation', 'NN'), ('register', 'NN')]",[],0.0,"['headline', ':', 'election', 'official', 'launch', 'disinformation', 'register']"
Opposition Criticizes President Murmu's Address as Propaganda,"['Opposition', 'Criticizes', 'President', 'Murmu', ""'s"", 'Address', 'as', 'Propaganda']","[""Opposition Criticizes President Murmu's Address as Propaganda""]","['Opposition', 'Criticizes', 'President', 'Murmu', ""'s"", 'Address', 'Propaganda']","[('Opposition', 'NN'), ('Criticizes', 'NNP'), ('President', 'NNP'), ('Murmu', 'NNP'), (""'s"", 'POS'), ('Address', 'NNP'), ('Propaganda', 'NNP')]","[(""Murmu's Address"", 'ORG'), ('Propaganda', 'ORG')]",-0.1,"['opposition', 'criticize', 'President', 'Murmu', ""'s"", 'Address', 'as', 'Propaganda']"
Russia has started taking DNA samples from people charged with misdemeanors — like participating in ‘unsanctioned’ protests and promoting ‘childfree propaganda’,"['Russia', 'has', 'started', 'taking', 'DNA', 'samples', 'from', 'people', 'charged', 'with', 'misdemeanors', '—', 'like', 'participating', 'in', '‘', 'unsanctioned', '’', 'protests', 'and', 'promoting', '‘', 'childfree', 'propaganda', '’']",['Russia has started taking DNA samples from people charged with misdemeanors — like participating in ‘unsanctioned’ protests and promoting ‘childfree propaganda’'],"['Russia', 'started', 'taking', 'DNA', 'samples', 'people', 'charged', 'misdemeanors', '—', 'like', 'participating', '‘', 'unsanctioned', '’', 'protests', 'promoting', '‘', 'childfree', 'propaganda', '’']","[('Russia', 'NNP'), ('started', 'VBD'), ('taking', 'VBG'), ('DNA', 'NN'), ('samples', 'NNS'), ('people', 'NNS'), ('charged', 'VBD'), ('misdemeanors', 'NNS'), ('—', 'VBP'), ('like', 'IN'), ('participating', 'VBG'), ('‘', 'NN'), ('unsanctioned', 'JJ'), ('’', 'JJ'), ('protests', 'NNS'), ('promoting', 'VBG'), ('‘', 'JJ'), ('childfree', 'JJ'), ('propaganda', 'NN'), ('’', 'NN')]","[('Russia', 'GPE')]",-0.1,"['Russia', 'have', 'start', 'take', 'dna', 'sample', 'from', 'people', 'charge', 'with', 'misdemeanor', '—', 'like', 'participate', 'in', ""'"", 'unsanctioned', ""'"", 'protest', 'and', 'promote', ""'"", 'childfree', 'propaganda', ""'""]"
'Love to see RFK squirm': RFK Jr. grilled by Bernie Sanders about his anti-vaccine propaganda,"[""'Love"", 'to', 'see', 'RFK', 'squirm', ""'"", ':', 'RFK', 'Jr.', 'grilled', 'by', 'Bernie', 'Sanders', 'about', 'his', 'anti-vaccine', 'propaganda']","[""'Love to see RFK squirm': RFK Jr. grilled by Bernie Sanders about his anti-vaccine propaganda""]","[""'Love"", 'see', 'RFK', 'squirm', ""'"", ':', 'RFK', 'Jr.', 'grilled', 'Bernie', 'Sanders', 'anti-vaccine', 'propaganda']","[(""'Love"", 'POS'), ('see', 'NN'), ('RFK', 'NNP'), ('squirm', 'NN'), (""'"", ""''""), (':', ':'), ('RFK', 'NNP'), ('Jr.', 'NNP'), ('grilled', 'VBD'), ('Bernie', 'NNP'), ('Sanders', 'NNP'), ('anti-vaccine', 'JJ'), ('propaganda', 'NN')]","[('Love', 'WORK_OF_ART'), ('RFK', 'ORG'), ('RFK', 'ORG'), ('Bernie Sanders', 'PERSON')]",0.2,"[""'"", 'love', 'to', 'see', 'RFK', 'squirm', ""'"", ':', 'RFK', 'Jr.', 'grill', 'by', 'Bernie', 'Sanders', 'about', 'his', 'anti', '-', 'vaccine', 'propaganda']"
Senator Babet,"['Senator', 'Babet']",['Senator Babet'],"['Senator', 'Babet']","[('Senator', 'NNP'), ('Babet', 'NNP')]","[('Babet', 'PERSON')]",0.0,"['Senator', 'Babet']"
Russian propaganda spreads fake about men receiving summonses abroad and being deported to Ukraine,"['Russian', 'propaganda', 'spreads', 'fake', 'about', 'men', 'receiving', 'summonses', 'abroad', 'and', 'being', 'deported', 'to', 'Ukraine']",['Russian propaganda spreads fake about men receiving summonses abroad and being deported to Ukraine'],"['Russian', 'propaganda', 'spreads', 'fake', 'men', 'receiving', 'summonses', 'abroad', 'deported', 'Ukraine']","[('Russian', 'JJ'), ('propaganda', 'NN'), ('spreads', 'NNS'), ('fake', 'VBP'), ('men', 'NNS'), ('receiving', 'VBG'), ('summonses', 'NNS'), ('abroad', 'RB'), ('deported', 'VBD'), ('Ukraine', 'NNP')]","[('Russian', 'NORP'), ('Ukraine', 'GPE')]",-0.19999999999999998,"['russian', 'propaganda', 'spread', 'fake', 'about', 'man', 'receive', 'summons', 'abroad', 'and', 'be', 'deport', 'to', 'Ukraine']"
"India News | BJD MP Sasmit Patra Critiques President's Address, Calls It 'propaganda Statement'","['India', 'News', '|', 'BJD', 'MP', 'Sasmit', 'Patra', 'Critiques', 'President', ""'s"", 'Address', ',', 'Calls', 'It', ""'propaganda"", 'Statement', ""'""]","[""India News | BJD MP Sasmit Patra Critiques President's Address, Calls It 'propaganda Statement'""]","['India', 'News', '|', 'BJD', 'MP', 'Sasmit', 'Patra', 'Critiques', 'President', ""'s"", 'Address', ',', 'Calls', ""'propaganda"", 'Statement', ""'""]","[('India', 'NNP'), ('News', 'NNP'), ('|', 'NNP'), ('BJD', 'NNP'), ('MP', 'NNP'), ('Sasmit', 'NNP'), ('Patra', 'NNP'), ('Critiques', 'NNP'), ('President', 'NNP'), (""'s"", 'POS'), ('Address', 'NNP'), (',', ','), ('Calls', 'NNP'), (""'propaganda"", 'POS'), ('Statement', 'NNP'), (""'"", 'POS')]","[('India News', 'ORG'), ('BJD MP Sasmit Patra Critiques', 'ORG')]",-0.1,"['India', 'News', '|', 'BJD', 'MP', 'Sasmit', 'Patra', 'Critiques', 'President', ""'s"", 'Address', ',', 'call', 'it', ""'"", 'propaganda', 'Statement', ""'""]"
"""NOT THE PROBLEM!"" Man Utd Fan DEFENDS Rashford From 'PROPAGANDA' & INSISTS Hojlund Should Go First!","['``', 'NOT', 'THE', 'PROBLEM', '!', ""''"", 'Man', 'Utd', 'Fan', 'DEFENDS', 'Rashford', 'From', ""'PROPAGANDA"", ""'"", '&', 'INSISTS', 'Hojlund', 'Should', 'Go', 'First', '!']","['""NOT THE PROBLEM!""', ""Man Utd Fan DEFENDS Rashford From 'PROPAGANDA' & INSISTS Hojlund Should Go First!""]","['``', 'PROBLEM', '!', ""''"", 'Man', 'Utd', 'Fan', 'DEFENDS', 'Rashford', ""'PROPAGANDA"", ""'"", '&', 'INSISTS', 'Hojlund', 'Go', 'First', '!']","[('``', '``'), ('PROBLEM', 'NN'), ('!', '.'), (""''"", ""''""), ('Man', 'NNP'), ('Utd', 'NNP'), ('Fan', 'NNP'), ('DEFENDS', 'NNP'), ('Rashford', 'NNP'), (""'PROPAGANDA"", 'NNP'), (""'"", 'POS'), ('&', 'CC'), ('INSISTS', 'NNP'), ('Hojlund', 'NNP'), ('Go', 'NNP'), ('First', 'RB'), ('!', '.')]","[('PROBLEM', 'ORG'), ('Man Utd Fan DEFENDS Rashford', 'WORK_OF_ART'), ('First', 'ORDINAL')]",0.10625,"['""', 'not', 'the', 'PROBLEM', '!', '""', 'Man', 'Utd', 'Fan', 'defends', 'Rashford', 'from', ""'"", 'PROPAGANDA', ""'"", '&', 'INSISTS', 'Hojlund', 'should', 'go', 'first', '!']"
Israeli ‘propaganda’ AI bot turns into 'pro-Palestine machine',"['Israeli', '‘', 'propaganda', '’', 'AI', 'bot', 'turns', 'into', ""'pro-Palestine"", 'machine', ""'""]","[""Israeli ‘propaganda’ AI bot turns into 'pro-Palestine machine'""]","['Israeli', '‘', 'propaganda', '’', 'AI', 'bot', 'turns', ""'pro-Palestine"", 'machine', ""'""]","[('Israeli', 'JJ'), ('‘', 'NNP'), ('propaganda', 'NN'), ('’', 'NNP'), ('AI', 'NNP'), ('bot', 'NN'), ('turns', 'VBZ'), (""'pro-Palestine"", 'JJ'), ('machine', 'NN'), (""'"", ""''"")]","[('Israeli', 'NORP'), ('AI', 'PERSON'), ('pro-Palestine', 'NORP')]",-0.1,"['israeli', ""'"", 'propaganda', ""'"", 'AI', 'bot', 'turn', 'into', ""'"", 'pro', '-', 'palestine', 'machine', ""'""]"
'Pure propaganda' — Kharkiv Oblast governor denies Russian claims of capturing Dvorichna,"[""'Pure"", 'propaganda', ""'"", '—', 'Kharkiv', 'Oblast', 'governor', 'denies', 'Russian', 'claims', 'of', 'capturing', 'Dvorichna']","[""'Pure propaganda' — Kharkiv Oblast governor denies Russian claims of capturing Dvorichna""]","[""'Pure"", 'propaganda', ""'"", '—', 'Kharkiv', 'Oblast', 'governor', 'denies', 'Russian', 'claims', 'capturing', 'Dvorichna']","[(""'Pure"", 'NN'), ('propaganda', 'NN'), (""'"", ""''""), ('—', 'JJ'), ('Kharkiv', 'NNP'), ('Oblast', 'NNP'), ('governor', 'NN'), ('denies', 'VBZ'), ('Russian', 'JJ'), ('claims', 'NNS'), ('capturing', 'VBG'), ('Dvorichna', 'NNP')]","[('Kharkiv Oblast', 'ORG'), ('Russian', 'NORP'), ('Dvorichna', 'PERSON')]",0.03809523809523809,"[""'"", 'pure', 'propaganda', ""'"", '—', 'Kharkiv', 'Oblast', 'governor', 'deny', 'russian', 'claim', 'of', 'capture', 'Dvorichna']"
Re:Baltica examines Baltic emigrants turned Kremlin propagandists / Article,"['Re', ':', 'Baltica', 'examines', 'Baltic', 'emigrants', 'turned', 'Kremlin', 'propagandists', '/', 'Article']",['Re:Baltica examines Baltic emigrants turned Kremlin propagandists / Article'],"[':', 'Baltica', 'examines', 'Baltic', 'emigrants', 'turned', 'Kremlin', 'propagandists', '/', 'Article']","[(':', ':'), ('Baltica', 'NNP'), ('examines', 'VBZ'), ('Baltic', 'NNP'), ('emigrants', 'NNS'), ('turned', 'VBD'), ('Kremlin', 'NNP'), ('propagandists', 'NNS'), ('/', 'VBP'), ('Article', 'NN')]","[('Baltica', 'LOC'), ('Baltic', 'NORP'), ('Kremlin', 'ORG')]",0.0,"['re', ':', 'Baltica', 'examine', 'baltic', 'emigrant', 'turn', 'Kremlin', 'propagandist', '/', 'article']"
ClimateMiSt: Climate Change Misinformation and Stance Detection Dataset,"['ClimateMiSt', ':', 'Climate', 'Change', 'Misinformation', 'and', 'Stance', 'Detection', 'Dataset']",['ClimateMiSt: Climate Change Misinformation and Stance Detection Dataset'],"['ClimateMiSt', ':', 'Climate', 'Change', 'Misinformation', 'Stance', 'Detection', 'Dataset']","[('ClimateMiSt', 'NN'), (':', ':'), ('Climate', 'NNP'), ('Change', 'NNP'), ('Misinformation', 'NNP'), ('Stance', 'NNP'), ('Detection', 'NNP'), ('Dataset', 'NNP')]","[('Stance Detection Dataset', 'ORG')]",0.0,"['ClimateMiSt', ':', 'climate', 'Change', 'Misinformation', 'and', 'Stance', 'Detection', 'Dataset']"
PARALLAX: Leveraging Polarization Knowledge for Misinformation Detection,"['PARALLAX', ':', 'Leveraging', 'Polarization', 'Knowledge', 'for', 'Misinformation', 'Detection']",['PARALLAX: Leveraging Polarization Knowledge for Misinformation Detection'],"['PARALLAX', ':', 'Leveraging', 'Polarization', 'Knowledge', 'Misinformation', 'Detection']","[('PARALLAX', 'NN'), (':', ':'), ('Leveraging', 'JJ'), ('Polarization', 'NNP'), ('Knowledge', 'NNP'), ('Misinformation', 'NNP'), ('Detection', 'NNP')]",[],0.0,"['parallax', ':', 'leverage', 'Polarization', 'Knowledge', 'for', 'Misinformation', 'Detection']"
(PDF) Fake News Detection on Social Networks: A Survey,"['(', 'PDF', ')', 'Fake', 'News', 'Detection', 'on', 'Social', 'Networks', ':', 'A', 'Survey']",['(PDF) Fake News Detection on Social Networks: A Survey'],"['(', 'PDF', ')', 'Fake', 'News', 'Detection', 'Social', 'Networks', ':', 'Survey']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('Fake', 'NNP'), ('News', 'NNP'), ('Detection', 'NNP'), ('Social', 'NNP'), ('Networks', 'NNP'), (':', ':'), ('Survey', 'NN')]","[('PDF) Fake News Detection on Social Networks', 'ORG')]",-0.23333333333333334,"['(', 'PDF', ')', 'Fake', 'News', 'Detection', 'on', 'Social', 'Networks', ':', 'a', 'survey']"
(PDF) A hybrid model for fake news detection: Leveraging news content and user comments in fake news,"['(', 'PDF', ')', 'A', 'hybrid', 'model', 'for', 'fake', 'news', 'detection', ':', 'Leveraging', 'news', 'content', 'and', 'user', 'comments', 'in', 'fake', 'news']",['(PDF) A hybrid model for fake news detection: Leveraging news content and user comments in fake news'],"['(', 'PDF', ')', 'hybrid', 'model', 'fake', 'news', 'detection', ':', 'Leveraging', 'news', 'content', 'user', 'comments', 'fake', 'news']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('hybrid', 'VBP'), ('model', 'NNS'), ('fake', 'JJ'), ('news', 'NN'), ('detection', 'NN'), (':', ':'), ('Leveraging', 'VBG'), ('news', 'NN'), ('content', 'NN'), ('user', 'NN'), ('comments', 'NNS'), ('fake', 'VBP'), ('news', 'NN')]","[('PDF', 'ORG')]",-0.5,"['(', 'PDF', ')', 'a', 'hybrid', 'model', 'for', 'fake', 'news', 'detection', ':', 'leverage', 'news', 'content', 'and', 'user', 'comment', 'in', 'fake', 'news']"
(PDF) Beyond “fake news”: Analytic thinking and the detection of false and hyperpartisan news headlines,"['(', 'PDF', ')', 'Beyond', '“', 'fake', 'news', '”', ':', 'Analytic', 'thinking', 'and', 'the', 'detection', 'of', 'false', 'and', 'hyperpartisan', 'news', 'headlines']",['(PDF) Beyond “fake news”: Analytic thinking and the detection of false and hyperpartisan news headlines'],"['(', 'PDF', ')', 'Beyond', '“', 'fake', 'news', '”', ':', 'Analytic', 'thinking', 'detection', 'false', 'hyperpartisan', 'news', 'headlines']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('Beyond', 'NNP'), ('“', 'NNP'), ('fake', 'JJ'), ('news', 'NN'), ('”', 'NN'), (':', ':'), ('Analytic', 'JJ'), ('thinking', 'NN'), ('detection', 'NN'), ('false', 'JJ'), ('hyperpartisan', 'JJ'), ('news', 'NN'), ('headlines', 'NNS')]","[('PDF', 'ORG')]",-0.45000000000000007,"['(', 'PDF', ')', 'beyond', '""', 'fake', 'news', '""', ':', 'analytic', 'thinking', 'and', 'the', 'detection', 'of', 'false', 'and', 'hyperpartisan', 'news', 'headline']"
(PDF) A Blockchain System for Fake News Detection,"['(', 'PDF', ')', 'A', 'Blockchain', 'System', 'for', 'Fake', 'News', 'Detection']",['(PDF) A Blockchain System for Fake News Detection'],"['(', 'PDF', ')', 'Blockchain', 'System', 'Fake', 'News', 'Detection']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('Blockchain', 'NNP'), ('System', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('Detection', 'NNP')]","[('PDF', 'ORG')]",-0.5,"['(', 'PDF', ')', 'a', 'Blockchain', 'System', 'for', 'Fake', 'News', 'Detection']"
Almost all adults struggle to detect online misinformation,"['Almost', 'all', 'adults', 'struggle', 'to', 'detect', 'online', 'misinformation']",['Almost all adults struggle to detect online misinformation'],"['Almost', 'adults', 'struggle', 'detect', 'online', 'misinformation']","[('Almost', 'RB'), ('adults', 'NNS'), ('struggle', 'VBP'), ('detect', 'JJ'), ('online', 'NN'), ('misinformation', 'NN')]",[],0.0,"['almost', 'all', 'adult', 'struggle', 'to', 'detect', 'online', 'misinformation']"
How to Create a Fake News Detection System?,"['How', 'to', 'Create', 'a', 'Fake', 'News', 'Detection', 'System', '?']",['How to Create a Fake News Detection System?'],"['Create', 'Fake', 'News', 'Detection', 'System', '?']","[('Create', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('Detection', 'NNP'), ('System', 'NNP'), ('?', '.')]","[('Create a Fake News Detection System', 'ORG')]",-0.5,"['how', 'to', 'create', 'a', 'Fake', 'News', 'Detection', 'System', '?']"
Leveraging AI for Effective Fake News Detection and Verification,"['Leveraging', 'AI', 'for', 'Effective', 'Fake', 'News', 'Detection', 'and', 'Verification']",['Leveraging AI for Effective Fake News Detection and Verification'],"['Leveraging', 'AI', 'Effective', 'Fake', 'News', 'Detection', 'Verification']","[('Leveraging', 'VBG'), ('AI', 'NNP'), ('Effective', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('Detection', 'NNP'), ('Verification', 'NNP')]",[],0.04999999999999999,"['leverage', 'AI', 'for', 'Effective', 'Fake', 'News', 'Detection', 'and', 'Verification']"
AI detection tool helps journalists identify and combat deepfakes,"['AI', 'detection', 'tool', 'helps', 'journalists', 'identify', 'and', 'combat', 'deepfakes']",['AI detection tool helps journalists identify and combat deepfakes'],"['AI', 'detection', 'tool', 'helps', 'journalists', 'identify', 'combat', 'deepfakes']","[('AI', 'NNP'), ('detection', 'NN'), ('tool', 'NN'), ('helps', 'VBZ'), ('journalists', 'NNS'), ('identify', 'VB'), ('combat', 'NN'), ('deepfakes', 'NNS')]",[],0.0,"['AI', 'detection', 'tool', 'help', 'journalist', 'identify', 'and', 'combat', 'deepfake']"
Smarter Fake News Detection with Graph-Enhanced AI Framework,"['Smarter', 'Fake', 'News', 'Detection', 'with', 'Graph-Enhanced', 'AI', 'Framework']",['Smarter Fake News Detection with Graph-Enhanced AI Framework'],"['Smarter', 'Fake', 'News', 'Detection', 'Graph-Enhanced', 'AI', 'Framework']","[('Smarter', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('Detection', 'NNP'), ('Graph-Enhanced', 'NNP'), ('AI', 'NNP'), ('Framework', 'NNP')]","[('Smarter Fake News Detection', 'ORG')]",-0.5,"['Smarter', 'Fake', 'News', 'Detection', 'with', 'Graph', '-', 'Enhanced', 'AI', 'Framework']"
Researchers Develop AI Tool to Accurately Detect Fake News,"['Researchers', 'Develop', 'AI', 'Tool', 'to', 'Accurately', 'Detect', 'Fake', 'News']",['Researchers Develop AI Tool to Accurately Detect Fake News'],"['Researchers', 'Develop', 'AI', 'Tool', 'Accurately', 'Detect', 'Fake', 'News']","[('Researchers', 'NNS'), ('Develop', 'NNP'), ('AI', 'NNP'), ('Tool', 'NNP'), ('Accurately', 'NNP'), ('Detect', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP')]","[('Researchers Develop AI Tool', 'ORG'), ('Detect Fake News', 'WORK_OF_ART')]",-0.04999999999999996,"['researcher', 'Develop', 'AI', 'tool', 'to', 'accurately', 'detect', 'Fake', 'news']"
