Title,Words,Sentences,Filtered_Words,POS_Tags,Entities,Sentiment,Lemmas
Social media without fact-checking will destabilize the Global South,"['Social', 'media', 'without', 'fact-checking', 'will', 'destabilize', 'the', 'Global', 'South']",['Social media without fact-checking will destabilize the Global South'],"['Social', 'media', 'without', 'fact-checking', 'destabilize', 'Global', 'South']","[('Social', 'JJ'), ('media', 'NNS'), ('without', 'IN'), ('fact-checking', 'JJ'), ('destabilize', 'NN'), ('Global', 'NNP'), ('South', 'NNP')]","[('the Global South', 'LOC')]",0.016666666666666666,"['social', 'medium', 'without', 'fact', '-', 'checking', 'will', 'destabilize', 'the', 'Global', 'South']"
Researchers found the most effective way to stop misinformation online and it's pretty simple,"['Researchers', 'found', 'the', 'most', 'effective', 'way', 'to', 'stop', 'misinformation', 'online', 'and', 'it', ""'s"", 'pretty', 'simple']","[""Researchers found the most effective way to stop misinformation online and it's pretty simple""]","['Researchers', 'found', 'effective', 'way', 'stop', 'misinformation', 'online', ""'s"", 'pretty', 'simple']","[('Researchers', 'NNS'), ('found', 'VBD'), ('effective', 'JJ'), ('way', 'NN'), ('stop', 'JJ'), ('misinformation', 'NN'), ('online', 'NN'), (""'s"", 'POS'), ('pretty', 'JJ'), ('simple', 'NN')]",[],0.3375,"['researcher', 'find', 'the', 'most', 'effective', 'way', 'to', 'stop', 'misinformation', 'online', 'and', 'it', 'be', 'pretty', 'simple']"
Fact check: Deportation misinformation in Germany,"['Fact', 'check', ':', 'Deportation', 'misinformation', 'in', 'Germany']",['Fact check: Deportation misinformation in Germany'],"['Fact', 'check', ':', 'Deportation', 'misinformation', 'Germany']","[('Fact', 'JJ'), ('check', 'NN'), (':', ':'), ('Deportation', 'NN'), ('misinformation', 'NN'), ('Germany', 'NNP')]","[('Germany', 'GPE')]",0.0,"['fact', 'check', ':', 'deportation', 'misinformation', 'in', 'Germany']"
Fact-checkers in Ethiopia take on disinformation amid rising tensions,"['Fact-checkers', 'in', 'Ethiopia', 'take', 'on', 'disinformation', 'amid', 'rising', 'tensions']",['Fact-checkers in Ethiopia take on disinformation amid rising tensions'],"['Fact-checkers', 'Ethiopia', 'take', 'disinformation', 'amid', 'rising', 'tensions']","[('Fact-checkers', 'NNS'), ('Ethiopia', 'NNP'), ('take', 'VB'), ('disinformation', 'NN'), ('amid', 'IN'), ('rising', 'VBG'), ('tensions', 'NNS')]","[('Ethiopia', 'GPE')]",0.0,"['fact', '-', 'checker', 'in', 'Ethiopia', 'take', 'on', 'disinformation', 'amid', 'rise', 'tension']"
Police warn of 'misinformation' being shared in social media posts in Windsor,"['Police', 'warn', 'of', ""'misinformation"", ""'"", 'being', 'shared', 'in', 'social', 'media', 'posts', 'in', 'Windsor']","[""Police warn of 'misinformation' being shared in social media posts in Windsor""]","['Police', 'warn', ""'misinformation"", ""'"", 'shared', 'social', 'media', 'posts', 'Windsor']","[('Police', 'NNP'), ('warn', 'VBD'), (""'misinformation"", 'NNP'), (""'"", 'POS'), ('shared', 'VBN'), ('social', 'JJ'), ('media', 'NNS'), ('posts', 'NNS'), ('Windsor', 'VBP')]",[],0.03333333333333333,"['Police', 'warn', 'of', ""'"", 'misinformation', ""'"", 'be', 'share', 'in', 'social', 'medium', 'post', 'in', 'windsor']"
"‘Doing this to ourselves’: misinformation threat is local, Australian Electoral Commission warns","['‘', 'Doing', 'this', 'to', 'ourselves', '’', ':', 'misinformation', 'threat', 'is', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warns']","['‘Doing this to ourselves’: misinformation threat is local, Australian Electoral Commission warns']","['‘', '’', ':', 'misinformation', 'threat', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warns']","[('‘', 'JJ'), ('’', 'NN'), (':', ':'), ('misinformation', 'NN'), ('threat', 'NN'), ('local', 'JJ'), (',', ','), ('Australian', 'JJ'), ('Electoral', 'NNP'), ('Commission', 'NNP'), ('warns', 'NNS')]","[('Australian Electoral Commission', 'ORG')]",0.0,"[""'"", 'do', 'this', 'to', 'ourselves', ""'"", ':', 'misinformation', 'threat', 'be', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warn']"
Fact check: Deportation misinformation in Germany,"['Fact', 'check', ':', 'Deportation', 'misinformation', 'in', 'Germany']",['Fact check: Deportation misinformation in Germany'],"['Fact', 'check', ':', 'Deportation', 'misinformation', 'Germany']","[('Fact', 'JJ'), ('check', 'NN'), (':', ':'), ('Deportation', 'NN'), ('misinformation', 'NN'), ('Germany', 'NNP')]","[('Germany', 'GPE')]",0.0,"['fact', 'check', ':', 'deportation', 'misinformation', 'in', 'Germany']"
The eye of misinformation: How unchecked news platforms spread fear and divide communities,"['The', 'eye', 'of', 'misinformation', ':', 'How', 'unchecked', 'news', 'platforms', 'spread', 'fear', 'and', 'divide', 'communities']",['The eye of misinformation: How unchecked news platforms spread fear and divide communities'],"['eye', 'misinformation', ':', 'unchecked', 'news', 'platforms', 'spread', 'fear', 'divide', 'communities']","[('eye', 'NN'), ('misinformation', 'NN'), (':', ':'), ('unchecked', 'JJ'), ('news', 'NN'), ('platforms', 'NNS'), ('spread', 'VBP'), ('fear', 'JJ'), ('divide', 'NN'), ('communities', 'NNS')]",[],0.0,"['the', 'eye', 'of', 'misinformation', ':', 'how', 'unchecked', 'news', 'platform', 'spread', 'fear', 'and', 'divide', 'community']"
Stakeholders call for framework to mitigate election disinformation in Nigeria - Dubawa,"['Stakeholders', 'call', 'for', 'framework', 'to', 'mitigate', 'election', 'disinformation', 'in', 'Nigeria', '-', 'Dubawa']",['Stakeholders call for framework to mitigate election disinformation in Nigeria - Dubawa'],"['Stakeholders', 'call', 'framework', 'mitigate', 'election', 'disinformation', 'Nigeria', '-', 'Dubawa']","[('Stakeholders', 'NNS'), ('call', 'VBP'), ('framework', 'NN'), ('mitigate', 'NN'), ('election', 'NN'), ('disinformation', 'NN'), ('Nigeria', 'NNP'), ('-', ':'), ('Dubawa', 'NN')]","[('Nigeria', 'GPE')]",0.0,"['stakeholder', 'call', 'for', 'framework', 'to', 'mitigate', 'election', 'disinformation', 'in', 'Nigeria', '-', 'Dubawa']"
No way to know if 'misleading information' affected election results in B.C. riding: report,"['No', 'way', 'to', 'know', 'if', ""'misleading"", 'information', ""'"", 'affected', 'election', 'results', 'in', 'B.C', '.', 'riding', ':', 'report']","[""No way to know if 'misleading information' affected election results in B.C."", 'riding: report']","['way', 'know', ""'misleading"", 'information', ""'"", 'affected', 'election', 'results', 'B.C', '.', 'riding', ':', 'report']","[('way', 'NN'), ('know', 'VBP'), (""'misleading"", 'VBG'), ('information', 'NN'), (""'"", ""''""), ('affected', 'JJ'), ('election', 'NN'), ('results', 'NNS'), ('B.C', 'NNP'), ('.', '.'), ('riding', 'NN'), (':', ':'), ('report', 'NN')]","[('B.C.', 'GPE')]",0.0,"['no', 'way', 'to', 'know', 'if', ""'"", 'mislead', 'information', ""'"", 'affect', 'election', 'result', 'in', 'B.C.', 'riding', ':', 'report']"
DICT deploys teams to combat election-related misinformation,"['DICT', 'deploys', 'teams', 'to', 'combat', 'election-related', 'misinformation']",['DICT deploys teams to combat election-related misinformation'],"['DICT', 'deploys', 'teams', 'combat', 'election-related', 'misinformation']","[('DICT', 'NNP'), ('deploys', 'VBZ'), ('teams', 'NNS'), ('combat', 'VBP'), ('election-related', 'JJ'), ('misinformation', 'NN')]","[('DICT', 'ORG')]",0.0,"['dict', 'deploy', 'team', 'to', 'combat', 'election', '-', 'relate', 'misinformation']"
DICT deploys teams to combat election-related misinformation,"['DICT', 'deploys', 'teams', 'to', 'combat', 'election-related', 'misinformation']",['DICT deploys teams to combat election-related misinformation'],"['DICT', 'deploys', 'teams', 'combat', 'election-related', 'misinformation']","[('DICT', 'NNP'), ('deploys', 'VBZ'), ('teams', 'NNS'), ('combat', 'VBP'), ('election-related', 'JJ'), ('misinformation', 'NN')]","[('DICT', 'ORG')]",0.0,"['dict', 'deploy', 'team', 'to', 'combat', 'election', '-', 'relate', 'misinformation']"
5 things we learned from the final report on foreign interference,"['5', 'things', 'we', 'learned', 'from', 'the', 'final', 'report', 'on', 'foreign', 'interference']",['5 things we learned from the final report on foreign interference'],"['5', 'things', 'learned', 'final', 'report', 'foreign', 'interference']","[('5', 'CD'), ('things', 'NNS'), ('learned', 'VBD'), ('final', 'JJ'), ('report', 'NN'), ('foreign', 'JJ'), ('interference', 'NN')]","[('5', 'CARDINAL')]",-0.0625,"['5', 'thing', 'we', 'learn', 'from', 'the', 'final', 'report', 'on', 'foreign', 'interference']"
Manipulation from Abroad: German Election Campaign Flooded with Fake News and Videos,"['Manipulation', 'from', 'Abroad', ':', 'German', 'Election', 'Campaign', 'Flooded', 'with', 'Fake', 'News', 'and', 'Videos']",['Manipulation from Abroad: German Election Campaign Flooded with Fake News and Videos'],"['Manipulation', 'Abroad', ':', 'German', 'Election', 'Campaign', 'Flooded', 'Fake', 'News', 'Videos']","[('Manipulation', 'NN'), ('Abroad', 'NN'), (':', ':'), ('German', 'JJ'), ('Election', 'NNP'), ('Campaign', 'NNP'), ('Flooded', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('Videos', 'NNP')]","[('Fake News', 'ORG'), ('Videos', 'GPE')]",-0.25,"['manipulation', 'from', 'abroad', ':', 'German', 'Election', 'Campaign', 'flood', 'with', 'Fake', 'News', 'and', 'Videos']"
Concerns About AI Election Impacts Are Overblown (So Far),"['Concerns', 'About', 'AI', 'Election', 'Impacts', 'Are', 'Overblown', '(', 'So', 'Far', ')']",['Concerns About AI Election Impacts Are Overblown (So Far)'],"['Concerns', 'AI', 'Election', 'Impacts', 'Overblown', '(', 'Far', ')']","[('Concerns', 'NNS'), ('AI', 'NNP'), ('Election', 'NNP'), ('Impacts', 'NNP'), ('Overblown', 'NNP'), ('(', '('), ('Far', 'NNP'), (')', ')')]",[],0.1,"['concern', 'about', 'AI', 'Election', 'impact', 'be', 'Overblown', '(', 'so', 'Far', ')']"
"On politics and health, trust and vaccine misinformation: former Chief Medical Officer reflects upon COVID-19 pandemic","['On', 'politics', 'and', 'health', ',', 'trust', 'and', 'vaccine', 'misinformation', ':', 'former', 'Chief', 'Medical', 'Officer', 'reflects', 'upon', 'COVID-19', 'pandemic']","['On politics and health, trust and vaccine misinformation: former Chief Medical Officer reflects upon COVID-19 pandemic']","['politics', 'health', ',', 'trust', 'vaccine', 'misinformation', ':', 'former', 'Chief', 'Medical', 'Officer', 'reflects', 'upon', 'COVID-19', 'pandemic']","[('politics', 'NNS'), ('health', 'NN'), (',', ','), ('trust', 'NN'), ('vaccine', 'NN'), ('misinformation', 'NN'), (':', ':'), ('former', 'JJ'), ('Chief', 'NNP'), ('Medical', 'NNP'), ('Officer', 'NNP'), ('reflects', 'VBZ'), ('upon', 'IN'), ('COVID-19', 'NNP'), ('pandemic', 'NN')]","[('COVID-19', 'ORG')]",0.0,"['on', 'politic', 'and', 'health', ',', 'trust', 'and', 'vaccine', 'misinformation', ':', 'former', 'Chief', 'Medical', 'Officer', 'reflect', 'upon', 'COVID-19', 'pandemic']"
Alberta doctors criticize provincial COVID-19 report as harmful 'anti-science',"['Alberta', 'doctors', 'criticize', 'provincial', 'COVID-19', 'report', 'as', 'harmful', ""'anti-science"", ""'""]","[""Alberta doctors criticize provincial COVID-19 report as harmful 'anti-science'""]","['Alberta', 'doctors', 'criticize', 'provincial', 'COVID-19', 'report', 'harmful', ""'anti-science"", ""'""]","[('Alberta', 'NNP'), ('doctors', 'NNS'), ('criticize', 'VBP'), ('provincial', 'JJ'), ('COVID-19', 'NNP'), ('report', 'NN'), ('harmful', 'VBD'), (""'anti-science"", 'CD'), (""'"", ""''"")]","[('Alberta', 'GPE'), ('COVID-19', 'ORG')]",0.0,"['Alberta', 'doctor', 'criticize', 'provincial', 'covid-19', 'report', 'as', 'harmful', ""'"", 'anti', '-', 'science', ""'""]"
'Sows distrust': Alberta doctors slam government COVID-19 task force report as 'misinformation',"[""'Sows"", 'distrust', ""'"", ':', 'Alberta', 'doctors', 'slam', 'government', 'COVID-19', 'task', 'force', 'report', 'as', ""'misinformation"", ""'""]","[""'Sows distrust': Alberta doctors slam government COVID-19 task force report as 'misinformation'""]","[""'Sows"", 'distrust', ""'"", ':', 'Alberta', 'doctors', 'slam', 'government', 'COVID-19', 'task', 'force', 'report', ""'misinformation"", ""'""]","[(""'Sows"", 'NNS'), ('distrust', 'VBP'), (""'"", ""''""), (':', ':'), ('Alberta', 'NNP'), ('doctors', 'NNS'), ('slam', 'JJ'), ('government', 'NN'), ('COVID-19', 'NNP'), ('task', 'NN'), ('force', 'NN'), ('report', 'NN'), (""'misinformation"", 'NN'), (""'"", ""''"")]","[('Alberta', 'GPE'), ('COVID-19', 'ORG')]",0.0,"[""'"", 'sow', 'distrust', ""'"", ':', 'Alberta', 'doctor', 'slam', 'government', 'COVID-19', 'task', 'force', 'report', 'as', ""'"", 'misinformation', ""'""]"
'Sows distrust': Alberta doctors slam government COVID-19 task force report as 'misinformation',"[""'Sows"", 'distrust', ""'"", ':', 'Alberta', 'doctors', 'slam', 'government', 'COVID-19', 'task', 'force', 'report', 'as', ""'misinformation"", ""'""]","[""'Sows distrust': Alberta doctors slam government COVID-19 task force report as 'misinformation'""]","[""'Sows"", 'distrust', ""'"", ':', 'Alberta', 'doctors', 'slam', 'government', 'COVID-19', 'task', 'force', 'report', ""'misinformation"", ""'""]","[(""'Sows"", 'NNS'), ('distrust', 'VBP'), (""'"", ""''""), (':', ':'), ('Alberta', 'NNP'), ('doctors', 'NNS'), ('slam', 'JJ'), ('government', 'NN'), ('COVID-19', 'NNP'), ('task', 'NN'), ('force', 'NN'), ('report', 'NN'), (""'misinformation"", 'NN'), (""'"", ""''"")]","[('Alberta', 'GPE'), ('COVID-19', 'ORG')]",0.0,"[""'"", 'sow', 'distrust', ""'"", ':', 'Alberta', 'doctor', 'slam', 'government', 'COVID-19', 'task', 'force', 'report', 'as', ""'"", 'misinformation', ""'""]"
Alberta doctors push back on provincial COVID-19 task force report,"['Alberta', 'doctors', 'push', 'back', 'on', 'provincial', 'COVID-19', 'task', 'force', 'report']",['Alberta doctors push back on provincial COVID-19 task force report'],"['Alberta', 'doctors', 'push', 'back', 'provincial', 'COVID-19', 'task', 'force', 'report']","[('Alberta', 'NNP'), ('doctors', 'NNS'), ('push', 'VBP'), ('back', 'RB'), ('provincial', 'JJ'), ('COVID-19', 'NNP'), ('task', 'NN'), ('force', 'NN'), ('report', 'NN')]","[('Alberta', 'GPE'), ('COVID-19', 'ORG')]",0.0,"['Alberta', 'doctor', 'push', 'back', 'on', 'provincial', 'covid-19', 'task', 'force', 'report']"
CIA says Covid 'more likely' to have leaked from lab,"['CIA', 'says', 'Covid', ""'more"", 'likely', ""'"", 'to', 'have', 'leaked', 'from', 'lab']","[""CIA says Covid 'more likely' to have leaked from lab""]","['CIA', 'says', 'Covid', ""'more"", 'likely', ""'"", 'leaked', 'lab']","[('CIA', 'NNP'), ('says', 'VBZ'), ('Covid', 'NNP'), (""'more"", 'RBR'), ('likely', 'JJ'), (""'"", 'POS'), ('leaked', 'VBN'), ('lab', 'NN')]","[('CIA', 'ORG'), ('Covid', 'PERSON')]",0.25,"['CIA', 'say', 'Covid', ""'"", 'more', 'likely', ""'"", 'to', 'have', 'leak', 'from', 'lab']"
I saw during COVID what RFK Jr.'s brand of skepticism could do | Op-Ed,"['I', 'saw', 'during', 'COVID', 'what', 'RFK', 'Jr.', ""'s"", 'brand', 'of', 'skepticism', 'could', 'do', '|', 'Op-Ed']","[""I saw during COVID what RFK Jr.'s brand of skepticism could do | Op-Ed""]","['saw', 'COVID', 'RFK', 'Jr.', ""'s"", 'brand', 'skepticism', 'could', '|', 'Op-Ed']","[('saw', 'NN'), ('COVID', 'NNP'), ('RFK', 'NNP'), ('Jr.', 'NNP'), (""'s"", 'POS'), ('brand', 'NN'), ('skepticism', 'NN'), ('could', 'MD'), ('|', 'VB'), ('Op-Ed', 'NNP')]","[(""RFK Jr.'s"", 'ORG'), ('Op-Ed', 'PERSON')]",0.0,"['I', 'see', 'during', 'COVID', 'what', 'RFK', 'Jr.', ""'s"", 'brand', 'of', 'skepticism', 'could', 'do', '|', 'Op', '-', 'Ed']"
NGOs defend breastfeeding as COVID-19 misinformation rages,"['NGOs', 'defend', 'breastfeeding', 'as', 'COVID-19', 'misinformation', 'rages']",['NGOs defend breastfeeding as COVID-19 misinformation rages'],"['NGOs', 'defend', 'breastfeeding', 'COVID-19', 'misinformation', 'rages']","[('NGOs', 'NNP'), ('defend', 'VBP'), ('breastfeeding', 'VBG'), ('COVID-19', 'NNP'), ('misinformation', 'NN'), ('rages', 'NNS')]","[('COVID-19', 'ORG')]",0.0,"['NGOs', 'defend', 'breastfeed', 'as', 'COVID-19', 'misinformation', 'rage']"
Timmins city clerk promoting health misinformation on social media,"['Timmins', 'city', 'clerk', 'promoting', 'health', 'misinformation', 'on', 'social', 'media']",['Timmins city clerk promoting health misinformation on social media'],"['Timmins', 'city', 'clerk', 'promoting', 'health', 'misinformation', 'social', 'media']","[('Timmins', 'NNP'), ('city', 'NN'), ('clerk', 'NN'), ('promoting', 'VBG'), ('health', 'NN'), ('misinformation', 'NN'), ('social', 'JJ'), ('media', 'NNS')]",[],0.03333333333333333,"['timmin', 'city', 'clerk', 'promote', 'health', 'misinformation', 'on', 'social', 'medium']"
Vaccine misinformation: A lasting side effect from Covid,"['Vaccine', 'misinformation', ':', 'A', 'lasting', 'side', 'effect', 'from', 'Covid']",['Vaccine misinformation: A lasting side effect from Covid'],"['Vaccine', 'misinformation', ':', 'lasting', 'side', 'effect', 'Covid']","[('Vaccine', 'JJ'), ('misinformation', 'NN'), (':', ':'), ('lasting', 'JJ'), ('side', 'NN'), ('effect', 'NN'), ('Covid', 'NNP')]","[('Vaccine', 'PERSON'), ('Covid', 'PERSON')]",0.0,"['Vaccine', 'misinformation', ':', 'a', 'last', 'side', 'effect', 'from', 'Covid']"
BBC blasted for 'incredible misinformation' about Brexit after broadcaster 'ignored' facts shared by expert,"['BBC', 'blasted', 'for', ""'incredible"", 'misinformation', ""'"", 'about', 'Brexit', 'after', 'broadcaster', ""'ignored"", ""'"", 'facts', 'shared', 'by', 'expert']","[""BBC blasted for 'incredible misinformation' about Brexit after broadcaster 'ignored' facts shared by expert""]","['BBC', 'blasted', ""'incredible"", 'misinformation', ""'"", 'Brexit', 'broadcaster', ""'ignored"", ""'"", 'facts', 'shared', 'expert']","[('BBC', 'NNP'), ('blasted', 'VBD'), (""'incredible"", 'JJ'), ('misinformation', 'NN'), (""'"", 'POS'), ('Brexit', 'NNP'), ('broadcaster', 'NN'), (""'ignored"", 'VBD'), (""'"", 'POS'), ('facts', 'NNS'), ('shared', 'VBD'), ('expert', 'NN')]","[('BBC', 'ORG'), ('Brexit', 'PERSON')]",0.15000000000000002,"['BBC', 'blast', 'for', ""'"", 'incredible', 'misinformation', ""'"", 'about', 'Brexit', 'after', 'broadcaster', ""'"", 'ignore', ""'"", 'fact', 'share', 'by', 'expert']"
"Letters, Jan 31: With Justin Trudeau, the M in PM stands for misinformation","['Letters', ',', 'Jan', '31', ':', 'With', 'Justin', 'Trudeau', ',', 'the', 'M', 'in', 'PM', 'stands', 'for', 'misinformation']","['Letters, Jan 31: With Justin Trudeau, the M in PM stands for misinformation']","['Letters', ',', 'Jan', '31', ':', 'Justin', 'Trudeau', ',', 'PM', 'stands', 'misinformation']","[('Letters', 'NNS'), (',', ','), ('Jan', 'NNP'), ('31', 'CD'), (':', ':'), ('Justin', 'NNP'), ('Trudeau', 'NNP'), (',', ','), ('PM', 'NNP'), ('stands', 'VBZ'), ('misinformation', 'NN')]","[('Jan 31', 'DATE'), ('Justin Trudeau', 'PERSON')]",0.0,"['letter', ',', 'Jan', '31', ':', 'with', 'Justin', 'Trudeau', ',', 'the', 'M', 'in', 'PM', 'stand', 'for', 'misinformation']"
"The Palisades Fire Conspiracy: A Tale Of Fear, Misinformation, And Reality","['The', 'Palisades', 'Fire', 'Conspiracy', ':', 'A', 'Tale', 'Of', 'Fear', ',', 'Misinformation', ',', 'And', 'Reality']","['The Palisades Fire Conspiracy: A Tale Of Fear, Misinformation, And Reality']","['Palisades', 'Fire', 'Conspiracy', ':', 'Tale', 'Fear', ',', 'Misinformation', ',', 'Reality']","[('Palisades', 'NNP'), ('Fire', 'NNP'), ('Conspiracy', 'NN'), (':', ':'), ('Tale', 'JJ'), ('Fear', 'NNP'), (',', ','), ('Misinformation', 'NNP'), (',', ','), ('Reality', 'NNP')]","[('The Palisades Fire Conspiracy:', 'ORG'), ('A Tale Of Fear, Misinformation', 'WORK_OF_ART')]",0.0,"['the', 'Palisades', 'Fire', 'Conspiracy', ':', 'a', 'Tale', 'of', 'Fear', ',', 'Misinformation', ',', 'and', 'reality']"
How brand values and messaging can combat misinformation,"['How', 'brand', 'values', 'and', 'messaging', 'can', 'combat', 'misinformation']",['How brand values and messaging can combat misinformation'],"['brand', 'values', 'messaging', 'combat', 'misinformation']","[('brand', 'NN'), ('values', 'NNS'), ('messaging', 'VBG'), ('combat', 'NN'), ('misinformation', 'NN')]",[],0.0,"['how', 'brand', 'value', 'and', 'message', 'can', 'combat', 'misinformation']"
How misinformation threatens to smother the most innovative brands,"['How', 'misinformation', 'threatens', 'to', 'smother', 'the', 'most', 'innovative', 'brands']",['How misinformation threatens to smother the most innovative brands'],"['misinformation', 'threatens', 'smother', 'innovative', 'brands']","[('misinformation', 'NN'), ('threatens', 'VBZ'), ('smother', 'RB'), ('innovative', 'JJ'), ('brands', 'NNS')]",[],0.5,"['how', 'misinformation', 'threaten', 'to', 'smother', 'the', 'most', 'innovative', 'brand']"
Tibetan President in exile stresses preservation of Tibetan identity amidst Chinese misinformation,"['Tibetan', 'President', 'in', 'exile', 'stresses', 'preservation', 'of', 'Tibetan', 'identity', 'amidst', 'Chinese', 'misinformation']",['Tibetan President in exile stresses preservation of Tibetan identity amidst Chinese misinformation'],"['Tibetan', 'President', 'exile', 'stresses', 'preservation', 'Tibetan', 'identity', 'amidst', 'Chinese', 'misinformation']","[('Tibetan', 'NNP'), ('President', 'NNP'), ('exile', 'NN'), ('stresses', 'VBZ'), ('preservation', 'NN'), ('Tibetan', 'NNP'), ('identity', 'NN'), ('amidst', 'NN'), ('Chinese', 'JJ'), ('misinformation', 'NN')]","[('Tibetan', 'NORP'), ('Tibetan', 'NORP'), ('Chinese', 'NORP')]",0.0,"['tibetan', 'President', 'in', 'exile', 'stress', 'preservation', 'of', 'tibetan', 'identity', 'amidst', 'chinese', 'misinformation']"
"‘Doing this to ourselves’: misinformation threat is local, Australian Electoral Commission warns","['‘', 'Doing', 'this', 'to', 'ourselves', '’', ':', 'misinformation', 'threat', 'is', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warns']","['‘Doing this to ourselves’: misinformation threat is local, Australian Electoral Commission warns']","['‘', '’', ':', 'misinformation', 'threat', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warns']","[('‘', 'JJ'), ('’', 'NN'), (':', ':'), ('misinformation', 'NN'), ('threat', 'NN'), ('local', 'JJ'), (',', ','), ('Australian', 'JJ'), ('Electoral', 'NNP'), ('Commission', 'NNP'), ('warns', 'NNS')]","[('Australian Electoral Commission', 'ORG')]",0.0,"[""'"", 'do', 'this', 'to', 'ourselves', ""'"", ':', 'misinformation', 'threat', 'be', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warn']"
QNET India Region Franchise Vihaan Direct Selling Wins Order Against Misinformation by Organiser.org,"['QNET', 'India', 'Region', 'Franchise', 'Vihaan', 'Direct', 'Selling', 'Wins', 'Order', 'Against', 'Misinformation', 'by', 'Organiser.org']",['QNET India Region Franchise Vihaan Direct Selling Wins Order Against Misinformation by Organiser.org'],"['QNET', 'India', 'Region', 'Franchise', 'Vihaan', 'Direct', 'Selling', 'Wins', 'Order', 'Misinformation', 'Organiser.org']","[('QNET', 'NNP'), ('India', 'NNP'), ('Region', 'NNP'), ('Franchise', 'NNP'), ('Vihaan', 'NNP'), ('Direct', 'NNP'), ('Selling', 'NNP'), ('Wins', 'VBZ'), ('Order', 'NNP'), ('Misinformation', 'NNP'), ('Organiser.org', 'NNP')]","[('QNET India Region', 'ORG'), ('Organiser.org', 'ORG')]",0.2,"['QNET', 'India', 'Region', 'Franchise', 'Vihaan', 'Direct', 'Selling', 'win', 'order', 'against', 'Misinformation', 'by', 'Organiser.org']"
Global Leaders Unite To Combat Misinformation Threats,"['Global', 'Leaders', 'Unite', 'To', 'Combat', 'Misinformation', 'Threats']",['Global Leaders Unite To Combat Misinformation Threats'],"['Global', 'Leaders', 'Unite', 'Combat', 'Misinformation', 'Threats']","[('Global', 'JJ'), ('Leaders', 'NNP'), ('Unite', 'NNP'), ('Combat', 'NNP'), ('Misinformation', 'NNP'), ('Threats', 'NNP')]",[],0.0,"['Global', 'Leaders', 'Unite', 'to', 'Combat', 'Misinformation', 'Threats']"
How an error kicked off asylum-seeker visa misinformation,"['How', 'an', 'error', 'kicked', 'off', 'asylum-seeker', 'visa', 'misinformation']",['How an error kicked off asylum-seeker visa misinformation'],"['error', 'kicked', 'asylum-seeker', 'visa', 'misinformation']","[('error', 'NN'), ('kicked', 'VBD'), ('asylum-seeker', 'NN'), ('visa', 'NN'), ('misinformation', 'NN')]",[],0.0,"['how', 'an', 'error', 'kick', 'off', 'asylum', '-', 'seeker', 'visa', 'misinformation']"
