Index,Title,Summary,words,sentences,filtered_words,pos_tags,entities,sentiment,lemmas
13,Combative Trump blames diversity policies,"The president started his White House news conference as ""consoler-in-chief"" but then pivoted into unevidenced political blame, writes the BBC's Anthony Zurcher.","['Combative', 'Trump', 'blames', 'diversity', 'policies', 'The', 'president', 'started', 'his', 'White', 'House', 'news', 'conference', 'as', '``', 'consoler-in-chief', ""''"", 'but', 'then', 'pivoted', 'into', 'unevidenced', 'political', 'blame', ',', 'writes', 'the', 'BBC', ""'s"", 'Anthony', 'Zurcher', '.']","['Combative Trump blames diversity policies The president started his White House news conference as ""consoler-in-chief"" but then pivoted into unevidenced political blame, writes the BBC\'s Anthony Zurcher.']","['Combative', 'Trump', 'blames', 'diversity', 'policies', 'president', 'started', 'White', 'House', 'news', 'conference', '``', 'consoler-in-chief', ""''"", 'pivoted', 'unevidenced', 'political', 'blame', ',', 'writes', 'BBC', ""'s"", 'Anthony', 'Zurcher', '.']","[('Combative', 'JJ'), ('Trump', 'NNP'), ('blames', 'VBZ'), ('diversity', 'JJ'), ('policies', 'NNS'), ('president', 'NN'), ('started', 'VBD'), ('White', 'NNP'), ('House', 'NNP'), ('news', 'NN'), ('conference', 'NN'), ('``', '``'), ('consoler-in-chief', 'JJ'), (""''"", ""''""), ('pivoted', 'VBD'), ('unevidenced', 'JJ'), ('political', 'JJ'), ('blame', 'NN'), (',', ','), ('writes', 'VBZ'), ('BBC', 'NNP'), (""'s"", 'POS'), ('Anthony', 'NNP'), ('Zurcher', 'NNP'), ('.', '.')]","[('White House', 'ORG'), ('BBC', 'ORG'), ('Anthony Zurcher', 'PERSON')]",0.0,"['Combative', 'Trump', 'blame', 'diversity', 'policy', 'the', 'president', 'start', 'his', 'White', 'House', 'news', 'conference', 'as', '""', 'consoler', '-', 'in', '-', 'chief', '""', 'but', 'then', 'pivot', 'into', 'unevidenced', 'political', 'blame', ',', 'write', 'the', 'BBC', ""'s"", 'Anthony', 'Zurcher', '.']"
14,The questions that need to be answered,The BBC's Analysis Editor Ros Atkins on the unanswered questions around a fatal crash between a commercial airplane and a military helicopter near Washington DC.,"['The', 'questions', 'that', 'need', 'to', 'be', 'answered', 'The', 'BBC', ""'s"", 'Analysis', 'Editor', 'Ros', 'Atkins', 'on', 'the', 'unanswered', 'questions', 'around', 'a', 'fatal', 'crash', 'between', 'a', 'commercial', 'airplane', 'and', 'a', 'military', 'helicopter', 'near', 'Washington', 'DC', '.']","[""The questions that need to be answered The BBC's Analysis Editor Ros Atkins on the unanswered questions around a fatal crash between a commercial airplane and a military helicopter near Washington DC.""]","['questions', 'need', 'answered', 'BBC', ""'s"", 'Analysis', 'Editor', 'Ros', 'Atkins', 'unanswered', 'questions', 'around', 'fatal', 'crash', 'commercial', 'airplane', 'military', 'helicopter', 'near', 'Washington', 'DC', '.']","[('questions', 'NNS'), ('need', 'VBP'), ('answered', 'JJ'), ('BBC', 'NNP'), (""'s"", 'POS'), ('Analysis', 'NNP'), ('Editor', 'NNP'), ('Ros', 'NNP'), ('Atkins', 'NNP'), ('unanswered', 'JJ'), ('questions', 'NNS'), ('around', 'IN'), ('fatal', 'JJ'), ('crash', 'NN'), ('commercial', 'JJ'), ('airplane', 'NN'), ('military', 'JJ'), ('helicopter', 'NN'), ('near', 'IN'), ('Washington', 'NNP'), ('DC', 'NNP'), ('.', '.')]","[('BBC', 'ORG'), ('Analysis', 'PRODUCT'), ('Ros Atkins', 'PERSON'), ('Washington DC', 'GPE')]",-0.025,"['the', 'question', 'that', 'need', 'to', 'be', 'answer', 'the', 'BBC', ""'s"", 'Analysis', 'Editor', 'Ros', 'Atkins', 'on', 'the', 'unanswered', 'question', 'around', 'a', 'fatal', 'crash', 'between', 'a', 'commercial', 'airplane', 'and', 'a', 'military', 'helicopter', 'near', 'Washington', 'DC', '.']"
15,How flights are controlled in DC's heavily restricted airspace,Experts say the deadly incident poses grave questions about how a collision was able to happen over the US capital.,"['How', 'flights', 'are', 'controlled', 'in', 'DC', ""'s"", 'heavily', 'restricted', 'airspace', 'Experts', 'say', 'the', 'deadly', 'incident', 'poses', 'grave', 'questions', 'about', 'how', 'a', 'collision', 'was', 'able', 'to', 'happen', 'over', 'the', 'US', 'capital', '.']","[""How flights are controlled in DC's heavily restricted airspace Experts say the deadly incident poses grave questions about how a collision was able to happen over the US capital.""]","['flights', 'controlled', 'DC', ""'s"", 'heavily', 'restricted', 'airspace', 'Experts', 'say', 'deadly', 'incident', 'poses', 'grave', 'questions', 'collision', 'able', 'happen', 'US', 'capital', '.']","[('flights', 'NNS'), ('controlled', 'VBD'), ('DC', 'NNP'), (""'s"", 'POS'), ('heavily', 'RB'), ('restricted', 'VBN'), ('airspace', 'NN'), ('Experts', 'NNS'), ('say', 'VBP'), ('deadly', 'RB'), ('incident', 'JJ'), ('poses', 'NNS'), ('grave', 'VBP'), ('questions', 'NNS'), ('collision', 'NN'), ('able', 'JJ'), ('happen', 'VB'), ('US', 'NNP'), ('capital', 'NN'), ('.', '.')]","[('DC', 'GPE'), ('US', 'GPE')]",0.033333333333333326,"['how', 'flight', 'be', 'control', 'in', 'DC', ""'s"", 'heavily', 'restrict', 'airspace', 'expert', 'say', 'the', 'deadly', 'incident', 'pose', 'grave', 'question', 'about', 'how', 'a', 'collision', 'be', 'able', 'to', 'happen', 'over', 'the', 'US', 'capital', '.']"
16,The best moments and pictures as Billie Eilish and other stars play benefit show for LA,"The concert, which also featured Dr Dre and Pink, took place to help raise funds to rebuild the LA area.","['The', 'best', 'moments', 'and', 'pictures', 'as', 'Billie', 'Eilish', 'and', 'other', 'stars', 'play', 'benefit', 'show', 'for', 'LA', 'The', 'concert', ',', 'which', 'also', 'featured', 'Dr', 'Dre', 'and', 'Pink', ',', 'took', 'place', 'to', 'help', 'raise', 'funds', 'to', 'rebuild', 'the', 'LA', 'area', '.']","['The best moments and pictures as Billie Eilish and other stars play benefit show for LA The concert, which also featured Dr Dre and Pink, took place to help raise funds to rebuild the LA area.']","['best', 'moments', 'pictures', 'Billie', 'Eilish', 'stars', 'play', 'benefit', 'show', 'LA', 'concert', ',', 'also', 'featured', 'Dr', 'Dre', 'Pink', ',', 'took', 'place', 'help', 'raise', 'funds', 'rebuild', 'LA', 'area', '.']","[('best', 'JJS'), ('moments', 'NNS'), ('pictures', 'VBZ'), ('Billie', 'NNP'), ('Eilish', 'NNP'), ('stars', 'NNS'), ('play', 'VBP'), ('benefit', 'VB'), ('show', 'NN'), ('LA', 'NNP'), ('concert', 'NN'), (',', ','), ('also', 'RB'), ('featured', 'VBD'), ('Dr', 'NNP'), ('Dre', 'NNP'), ('Pink', 'NNP'), (',', ','), ('took', 'VBD'), ('place', 'NN'), ('help', 'NN'), ('raise', 'VB'), ('funds', 'NNS'), ('rebuild', 'JJ'), ('LA', 'NNP'), ('area', 'NN'), ('.', '.')]","[('Billie Eilish', 'PERSON'), ('LA', 'GPE'), ('Dr Dre', 'ORG'), ('LA', 'GPE')]",0.25833333333333336,"['the', 'good', 'moment', 'and', 'picture', 'as', 'Billie', 'Eilish', 'and', 'other', 'star', 'play', 'benefit', 'show', 'for', 'LA', 'the', 'concert', ',', 'which', 'also', 'feature', 'Dr', 'Dre', 'and', 'Pink', ',', 'take', 'place', 'to', 'help', 'raise', 'fund', 'to', 'rebuild', 'the', 'LA', 'area', '.']"
17,Fixing a historic Wales rugby shirt after being ruined through a wash,A worried Karen Richards contacted The Repair Shop to restore the jersey worn by her late father-in-law against France in 1960.,"['Fixing', 'a', 'historic', 'Wales', 'rugby', 'shirt', 'after', 'being', 'ruined', 'through', 'a', 'wash', 'A', 'worried', 'Karen', 'Richards', 'contacted', 'The', 'Repair', 'Shop', 'to', 'restore', 'the', 'jersey', 'worn', 'by', 'her', 'late', 'father-in-law', 'against', 'France', 'in', '1960', '.']",['Fixing a historic Wales rugby shirt after being ruined through a wash A worried Karen Richards contacted The Repair Shop to restore the jersey worn by her late father-in-law against France in 1960.'],"['Fixing', 'historic', 'Wales', 'rugby', 'shirt', 'ruined', 'wash', 'worried', 'Karen', 'Richards', 'contacted', 'Repair', 'Shop', 'restore', 'jersey', 'worn', 'late', 'father-in-law', 'France', '1960', '.']","[('Fixing', 'VBG'), ('historic', 'JJ'), ('Wales', 'NNP'), ('rugby', 'NN'), ('shirt', 'NN'), ('ruined', 'VBD'), ('wash', 'WP'), ('worried', 'VBD'), ('Karen', 'NNP'), ('Richards', 'NNP'), ('contacted', 'VBD'), ('Repair', 'NNP'), ('Shop', 'NNP'), ('restore', 'NN'), ('jersey', 'NN'), ('worn', 'JJ'), ('late', 'JJ'), ('father-in-law', 'NN'), ('France', 'NNP'), ('1960', 'CD'), ('.', '.')]","[('Wales', 'ORG'), ('Karen Richards', 'PERSON'), ('The Repair Shop', 'ORG'), ('France', 'GPE'), ('1960', 'DATE')]",-0.15,"['fix', 'a', 'historic', 'Wales', 'rugby', 'shirt', 'after', 'be', 'ruin', 'through', 'a', 'wash', 'a', 'worried', 'Karen', 'Richards', 'contact', 'the', 'Repair', 'Shop', 'to', 'restore', 'the', 'jersey', 'wear', 'by', 'her', 'late', 'father', '-', 'in', '-', 'law', 'against', 'France', 'in', '1960', '.']"
18,The search for Ukraine's missing: 'No one could have foreseen this nightmare',"Ukraine has listed more than 61,000 people as missing since 2022 - one daughter shares her heartbreaking story","['The', 'search', 'for', 'Ukraine', ""'s"", 'missing', ':', ""'No"", 'one', 'could', 'have', 'foreseen', 'this', 'nightmare', ""'"", 'Ukraine', 'has', 'listed', 'more', 'than', '61,000', 'people', 'as', 'missing', 'since', '2022', '-', 'one', 'daughter', 'shares', 'her', 'heartbreaking', 'story']","[""The search for Ukraine's missing: 'No one could have foreseen this nightmare' Ukraine has listed more than 61,000 people as missing since 2022 - one daughter shares her heartbreaking story""]","['search', 'Ukraine', ""'s"", 'missing', ':', ""'No"", 'one', 'could', 'foreseen', 'nightmare', ""'"", 'Ukraine', 'listed', '61,000', 'people', 'missing', 'since', '2022', '-', 'one', 'daughter', 'shares', 'heartbreaking', 'story']","[('search', 'NN'), ('Ukraine', 'NNP'), (""'s"", 'POS'), ('missing', 'NN'), (':', ':'), (""'No"", 'CC'), ('one', 'CD'), ('could', 'MD'), ('foreseen', 'VB'), ('nightmare', 'NN'), (""'"", ""''""), ('Ukraine', 'NNP'), ('listed', 'VBD'), ('61,000', 'CD'), ('people', 'NNS'), ('missing', 'VBG'), ('since', 'IN'), ('2022', 'CD'), ('-', ':'), ('one', 'CD'), ('daughter', 'NN'), ('shares', 'NNS'), ('heartbreaking', 'VBG'), ('story', 'NN')]","[('Ukraine', 'GPE'), ('Ukraine', 'GPE'), ('more than 61,000', 'CARDINAL'), ('2022 - one', 'DATE')]",0.033333333333333326,"['the', 'search', 'for', 'Ukraine', ""'s"", 'missing', ':', ""'"", 'no', 'one', 'could', 'have', 'foresee', 'this', 'nightmare', ""'"", 'Ukraine', 'have', 'list', 'more', 'than', '61,000', 'people', 'as', 'missing', 'since', '2022', '-', 'one', 'daughter', 'share', 'her', 'heartbreaking', 'story']"
19,Lily-Rose Depp and Dua Lipa do Chanel: The best of Paris Haute Couture Week,"The biggest names in fashion unveil their new collections, with a host of celebrities on hand.","['Lily-Rose', 'Depp', 'and', 'Dua', 'Lipa', 'do', 'Chanel', ':', 'The', 'best', 'of', 'Paris', 'Haute', 'Couture', 'Week', 'The', 'biggest', 'names', 'in', 'fashion', 'unveil', 'their', 'new', 'collections', ',', 'with', 'a', 'host', 'of', 'celebrities', 'on', 'hand', '.']","['Lily-Rose Depp and Dua Lipa do Chanel: The best of Paris Haute Couture Week The biggest names in fashion unveil their new collections, with a host of celebrities on hand.']","['Lily-Rose', 'Depp', 'Dua', 'Lipa', 'Chanel', ':', 'best', 'Paris', 'Haute', 'Couture', 'Week', 'biggest', 'names', 'fashion', 'unveil', 'new', 'collections', ',', 'host', 'celebrities', 'hand', '.']","[('Lily-Rose', 'JJ'), ('Depp', 'NNP'), ('Dua', 'NNP'), ('Lipa', 'NNP'), ('Chanel', 'NNP'), (':', ':'), ('best', 'JJS'), ('Paris', 'NNP'), ('Haute', 'NNP'), ('Couture', 'NNP'), ('Week', 'NNP'), ('biggest', 'JJS'), ('names', 'NNS'), ('fashion', 'NN'), ('unveil', 'IN'), ('new', 'JJ'), ('collections', 'NNS'), (',', ','), ('host', 'NN'), ('celebrities', 'NNS'), ('hand', 'NN'), ('.', '.')]","[('Lily-Rose Depp and Dua Lipa', 'ORG'), ('Chanel', 'ORG'), ('Paris Haute Couture Week', 'ORG')]",0.5681818181818181,"['Lily', '-', 'Rose', 'Depp', 'and', 'Dua', 'Lipa', 'do', 'Chanel', ':', 'the', 'good', 'of', 'Paris', 'Haute', 'Couture', 'week', 'the', 'big', 'name', 'in', 'fashion', 'unveil', 'their', 'new', 'collection', ',', 'with', 'a', 'host', 'of', 'celebrity', 'on', 'hand', '.']"
20,Weekly quiz: What is the newest member of the Royal Family called?,How much attention did you pay to what has been going on in the world over the past seven days?,"['Weekly', 'quiz', ':', 'What', 'is', 'the', 'newest', 'member', 'of', 'the', 'Royal', 'Family', 'called', '?', 'How', 'much', 'attention', 'did', 'you', 'pay', 'to', 'what', 'has', 'been', 'going', 'on', 'in', 'the', 'world', 'over', 'the', 'past', 'seven', 'days', '?']","['Weekly quiz: What is the newest member of the Royal Family called?', 'How much attention did you pay to what has been going on in the world over the past seven days?']","['Weekly', 'quiz', ':', 'newest', 'member', 'Royal', 'Family', 'called', '?', 'much', 'attention', 'pay', 'going', 'world', 'past', 'seven', 'days', '?']","[('Weekly', 'JJ'), ('quiz', 'NN'), (':', ':'), ('newest', 'JJ'), ('member', 'NN'), ('Royal', 'NNP'), ('Family', 'NNP'), ('called', 'VBD'), ('?', '.'), ('much', 'JJ'), ('attention', 'NN'), ('pay', 'NN'), ('going', 'VBG'), ('world', 'NN'), ('past', 'IN'), ('seven', 'CD'), ('days', 'NNS'), ('?', '.')]","[('the Royal Family', 'ORG'), ('the past seven days', 'DATE')]",-0.024999999999999994,"['weekly', 'quiz', ':', 'what', 'be', 'the', 'new', 'member', 'of', 'the', 'Royal', 'Family', 'call', '?', 'how', 'much', 'attention', 'do', 'you', 'pay', 'to', 'what', 'have', 'be', 'go', 'on', 'in', 'the', 'world', 'over', 'the', 'past', 'seven', 'day', '?']"
21,Suspended engineer accused of forging fire safety certificates for high-rise flats,Buyers say they’ve had mortgage offers withdrawn on flats with safety certificates issued by the man’s firm.,"['Suspended', 'engineer', 'accused', 'of', 'forging', 'fire', 'safety', 'certificates', 'for', 'high-rise', 'flats', 'Buyers', 'say', 'they', '’', 've', 'had', 'mortgage', 'offers', 'withdrawn', 'on', 'flats', 'with', 'safety', 'certificates', 'issued', 'by', 'the', 'man', '’', 's', 'firm', '.']",['Suspended engineer accused of forging fire safety certificates for high-rise flats Buyers say they’ve had mortgage offers withdrawn on flats with safety certificates issued by the man’s firm.'],"['Suspended', 'engineer', 'accused', 'forging', 'fire', 'safety', 'certificates', 'high-rise', 'flats', 'Buyers', 'say', '’', 'mortgage', 'offers', 'withdrawn', 'flats', 'safety', 'certificates', 'issued', 'man', '’', 'firm', '.']","[('Suspended', 'VBN'), ('engineer', 'NN'), ('accused', 'VBD'), ('forging', 'VBG'), ('fire', 'NN'), ('safety', 'NN'), ('certificates', 'NNS'), ('high-rise', 'JJ'), ('flats', 'JJ'), ('Buyers', 'NNS'), ('say', 'VBP'), ('’', 'JJ'), ('mortgage', 'NN'), ('offers', 'NNS'), ('withdrawn', 'VBP'), ('flats', 'NNS'), ('safety', 'NN'), ('certificates', 'NNS'), ('issued', 'VBN'), ('man', 'NN'), ('’', 'JJ'), ('firm', 'NN'), ('.', '.')]",[],-0.05,"['suspend', 'engineer', 'accuse', 'of', 'forge', 'fire', 'safety', 'certificate', 'for', 'high', '-', 'rise', 'flat', 'buyer', 'say', 'they', '’ve', 'have', 'mortgage', 'offer', 'withdraw', 'on', 'flat', 'with', 'safety', 'certificate', 'issue', 'by', 'the', 'man', '’s', 'firm', '.']"
22,"Home Office response to violence against women and girls ineffective, says watchdog","The government's spending watchdog finds the Home Office has ""not led an effective response"".","['Home', 'Office', 'response', 'to', 'violence', 'against', 'women', 'and', 'girls', 'ineffective', ',', 'says', 'watchdog', 'The', 'government', ""'s"", 'spending', 'watchdog', 'finds', 'the', 'Home', 'Office', 'has', '``', 'not', 'led', 'an', 'effective', 'response', ""''"", '.']","['Home Office response to violence against women and girls ineffective, says watchdog The government\'s spending watchdog finds the Home Office has ""not led an effective response"".']","['Home', 'Office', 'response', 'violence', 'women', 'girls', 'ineffective', ',', 'says', 'watchdog', 'government', ""'s"", 'spending', 'watchdog', 'finds', 'Home', 'Office', '``', 'led', 'effective', 'response', ""''"", '.']","[('Home', 'NNP'), ('Office', 'NNP'), ('response', 'NN'), ('violence', 'NN'), ('women', 'NNS'), ('girls', 'NNS'), ('ineffective', 'JJ'), (',', ','), ('says', 'VBZ'), ('watchdog', 'JJ'), ('government', 'NN'), (""'s"", 'POS'), ('spending', 'NN'), ('watchdog', 'NN'), ('finds', 'VBZ'), ('Home', 'NNP'), ('Office', 'NNP'), ('``', '``'), ('led', 'VBD'), ('effective', 'JJ'), ('response', 'NN'), (""''"", ""''""), ('.', '.')]","[('Home Office', 'ORG'), ('the Home Office', 'ORG')]",0.6,"['Home', 'Office', 'response', 'to', 'violence', 'against', 'woman', 'and', 'girl', 'ineffective', ',', 'say', 'watchdog', 'the', 'government', ""'s"", 'spending', 'watchdog', 'find', 'the', 'Home', 'Office', 'have', '""', 'not', 'lead', 'an', 'effective', 'response', '""', '.']"
23,Natalie Cassidy to leave EastEnders after 32 years,"The actress will leave the soap in February, more than three decades after her first appearance.","['Natalie', 'Cassidy', 'to', 'leave', 'EastEnders', 'after', '32', 'years', 'The', 'actress', 'will', 'leave', 'the', 'soap', 'in', 'February', ',', 'more', 'than', 'three', 'decades', 'after', 'her', 'first', 'appearance', '.']","['Natalie Cassidy to leave EastEnders after 32 years The actress will leave the soap in February, more than three decades after her first appearance.']","['Natalie', 'Cassidy', 'leave', 'EastEnders', '32', 'years', 'actress', 'leave', 'soap', 'February', ',', 'three', 'decades', 'first', 'appearance', '.']","[('Natalie', 'NNP'), ('Cassidy', 'NNP'), ('leave', 'VBP'), ('EastEnders', 'NNP'), ('32', 'CD'), ('years', 'NNS'), ('actress', 'RB'), ('leave', 'VBP'), ('soap', 'NN'), ('February', 'NNP'), (',', ','), ('three', 'CD'), ('decades', 'NNS'), ('first', 'JJ'), ('appearance', 'NN'), ('.', '.')]","[('Natalie Cassidy', 'PERSON'), ('EastEnders', 'ORG'), ('32 years', 'DATE'), ('February', 'DATE'), ('more than three decades', 'DATE'), ('first', 'ORDINAL')]",0.375,"['Natalie', 'Cassidy', 'to', 'leave', 'EastEnders', 'after', '32', 'year', 'the', 'actress', 'will', 'leave', 'the', 'soap', 'in', 'February', ',', 'more', 'than', 'three', 'decade', 'after', 'her', 'first', 'appearance', '.']"
